YEAR,MONTH,DAY,ANIMAL (Specific),ANIMAL (Gen),IS_MAMMAL,TOWN,ROUTE,MILE_MARKER,SEASON,DAY_COUNTER,COLLISION_COUNTER
2004,6,16,Deer - Adult Unknown,Deer,TRUE,BARNET,I 91,120.9,Spring,168,279
2004,6,16,Beaver,Beaver,TRUE,MIDDLESEX,VT 12,1.2,Spring,168,280
2004,6,16,Fox,Fox,TRUE,BOLTON,I 89,72.1,Spring,168,281
2004,6,17,Coyote,Coyote,TRUE,WEATHERSFIEL,I 91,51.4,Spring,169,282
2004,6,17,Deer - Adult Buck,Deer,TRUE,SPRINGFIELD,I 91,41.15,Spring,169,283
2004,6,17,Deer - Adult Unknown,Deer,TRUE,RANDOLPH,I 89,33.75,Spring,169,284
2004,6,18,Deer - Adult Doe,Deer,TRUE,ARLINGTON,VT 313,5,Spring,170,285
2004,6,18,Deer - Adult Doe,Deer,TRUE,ARLINGTON,VT 313,1.5,Spring,170,286
2004,6,21,Deer - Adult Doe,Deer,TRUE,HARTLAND,US 5,5.4,Summer,173,287
2004,6,21,Deer - Adult Doe,Deer,TRUE,SHARON,I 89,14.5,Summer,173,288
2004,6,22,Deer - Fawn Doe,Deer,TRUE,GUILFORD,I 91,0.5,Summer,174,289
2004,6,22,Coyote,Coyote,TRUE,SHARON,I 89,16,Summer,174,290
2004,6,22,Deer - Adult Buck,Deer,TRUE,CLARENDON,US 7,3.25,Summer,174,291
2004,6,23,Fox,Fox,TRUE,VERSHIRE,VT 113,1,Summer,175,292
2004,6,24,Deer - Adult Buck,Deer,TRUE,VERNON,I 91,4.85,Summer,176,293
2004,6,24,Deer - Adult Unknown,Deer,TRUE,BRATTLEBORO,I 91,7.9,Summer,176,294
2004,6,24,Deer - Fawn Doe,Deer,TRUE,GUILFORD,I 91,6.35,Summer,176,295
2004,6,25,Raccoon,Raccoon,TRUE,HARTLAND,I 91,63.7,Summer,177,296
2004,6,25,Deer - Fawn Doe,Deer,TRUE,MIDDLESEX,VT 12,2.6,Summer,177,297
2004,6,25,Deer - Adult Doe,Deer,TRUE,CASTLETON,US 4,3.5,Summer,177,298
2004,6,27,Deer - Adult Doe,Deer,TRUE,SPRINGFIELD,I 91,46.8,Summer,179,299
2004,6,27,Deer - Adult Buck,Deer,TRUE,DERBY,I 91,175.3,Summer,179,300
2004,6,28,Coyote,Coyote,TRUE,ROYALTON,I 89,16.1,Summer,180,301
2004,6,28,Coyote,Coyote,TRUE,ROYALTON,I 89,22.7,Summer,180,302
2004,6,28,Deer - Adult Doe,Deer,TRUE,ST. JOHNSBUR,I 91,133,Summer,180,303
2004,6,28,Fox,Fox,TRUE,SHARON,I 89,11.1,Summer,180,304
2004,6,29,Deer - Adult Buck,Deer,TRUE,NORWICH,I 91,81.25,Summer,181,305
2004,6,29,Deer - Adult Unknown,Deer,TRUE,BLOOMFIELD,VT 105,2.4,Summer,181,306
2004,6,29,Deer - Adult Unknown,Deer,TRUE,DERBY,I 91,171.45,Summer,181,307
2004,6,29,Deer - Adult Doe,Deer,TRUE,HYDE PARK,VT 15,2,Summer,181,308
2004,6,29,Deer - Adult Buck,Deer,TRUE,BRADFORD,I 91,97,Summer,181,309
2004,6,29,Deer - Adult Buck,Deer,TRUE,DERBY,I 91,175.7,Summer,181,310
2004,6,30,Moose,Moose,TRUE,LEMINGTON,VT 102,5,Summer,182,311
2004,6,30,Moose,Moose,TRUE,LEMINGTON,VT 102,5,Summer,182,311.1
2004,6,30,Moose,Moose,TRUE,BRIGHTON,VT 105,2.2,Summer,182,312
2004,6,30,Moose,Moose,TRUE,BRIGHTON,VT 105,2.2,Summer,182,312.1
2004,6,30,Deer - Adult Doe with Fawn,Deer,TRUE,WINDSOR,I 91,59.4,Summer,182,313
2004,6,30,Deer - Adult Doe,Deer,TRUE,WINDSOR,US 5,4.9,Summer,182,314
2004,7,1,Deer - Adult Doe,Deer,TRUE,SHREWSBURY,VT 103,3.6,Summer,183,315
2004,7,1,Deer - Adult Buck,Deer,TRUE,HARTLAND,I 91,60.5,Summer,183,316
2004,7,1,Deer - Adult Doe,Deer,TRUE,SHREWSBURY,VT 103,3.6,Summer,183,317
2004,7,1,Deer - Adult Doe,Deer,TRUE,WEST RUTLAND,US 4,13,Summer,183,318
2004,7,2,Deer - Adult Unknown,Deer,TRUE,COVENTRY,I 91,164.5,Summer,184,319
2004,7,5,Deer - Fawn Doe,Deer,TRUE,WEATHERSFIEL,I 91,53.4,Summer,187,320
2004,7,6,Bear,Bear,TRUE,STAMFORD,VT 100,3.25,Summer,188,321
2004,7,6,Deer - Adult Unknown,Deer,TRUE,WALLINGFORD,US 7,4.7,Summer,188,322
2004,7,6,Fox,Fox,TRUE,WALLINGFORD,US 7,4.8,Summer,188,323
2004,7,6,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,64.9,Summer,188,324
2004,7,7,Deer - Adult Doe,Deer,TRUE,FAIRLEE,I 91,90.5,Summer,189,325
2004,7,7,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,64.3,Summer,189,326
2004,7,8,Deer - Adult Doe,Deer,TRUE,WATERFORD,I 93,3.5,Summer,190,327
2004,7,8,Rabbit,Rabbit,TRUE,STAMFORD,VT 100,0.5,Summer,190,328
2004,7,8,Deer - Adult Buck,Deer,TRUE,CLARENDON,VT 103,1.2,Summer,190,329
2004,7,8,Bear,Bear,TRUE,BARNET,I 91,125,Summer,190,330
2004,7,8,Deer - Adult Buck,Deer,TRUE,HARTFORD,I 91,69,Summer,190,331
2004,7,9,Bear,Bear,TRUE,BARNET,I 91,125,Summer,191,332
2004,7,11,Deer - Adult Doe,Deer,TRUE,SPRINGFIELD,VT 11,0.3,Summer,193,333
2004,7,12,Deer - Fawn Buck,Deer,TRUE,HARTFORD,I 91,69.5,Summer,194,334
2004,7,12,Deer - Adult Doe,Deer,TRUE,IRA,US 4,11.65,Summer,194,335
2004,7,13,Deer - Fawn Doe,Deer,TRUE,SHREWSBURY,VT 103,1.4,Summer,195,336
2004,7,14,Deer - Fawn Doe,Deer,TRUE,CLARENDON,US 7,0.4,Summer,196,337
2004,7,14,Deer - Adult Unknown,Deer,TRUE,DERBY,I 91,169.2,Summer,196,338
2004,7,14,Beaver,Beaver,TRUE,WILLIAMSTOWN,VT 14,5.7,Summer,196,339
2004,7,14,Bird - Turkey,Bird,FALSE,SEARSBURG,VT 8,1.25,Summer,196,340
2004,7,14,Bird - Turkey,Bird,FALSE,SEARSBURG,VT 8,1.25,Summer,196,340.1
2004,7,14,Deer - Fawn Doe,Deer,TRUE,SPRINGFIELD,VT 11,0.02,Summer,196,341
2004,7,14,Skunk,Skunk,TRUE,RUTLAND TOWN,US 7,1.2,Summer,196,342
2004,7,14,Deer - Adult Unknown,Deer,TRUE,PROCTOR,VT 3,0.99,Summer,196,343
2004,7,15,Deer - Adult Doe,Deer,TRUE,RYEGATE,US 302,2,Summer,197,344
2004,7,15,Deer - Adult Doe,Deer,TRUE,WEST RUTLAND,US 4,14.4,Summer,197,345
2004,7,15,Bird - Turkey,Bird,FALSE,WHITINGHAM,VT 100,2.35,Summer,197,346
2004,7,15,Bird - Turkey,Bird,FALSE,WHITINGHAM,VT 100,2.35,Summer,197,346.1
2004,7,15,Bird - Turkey,Bird,FALSE,WHITINGHAM,VT 100,2.35,Summer,197,346.2
2004,7,15,Coyote,Coyote,TRUE,ST. JOHNSBUR,I 91,134,Summer,197,347
2004,7,16,Fox,Fox,TRUE,WINDSOR,I 91,57.65,Summer,198,348
2004,7,16,Deer - Adult Doe,Deer,TRUE,WOODBURY,VT 14,0.12,Summer,198,349
2004,7,16,Deer - Adult Unknown,Deer,TRUE,ROCKINGHAM,I 91,36,Summer,198,350
2004,7,16,Deer - Adult Doe,Deer,TRUE,DERBY,I 91,174.2,Summer,198,351
2004,7,16,Fox,Fox,TRUE,HARTLAND,I 91,62.7,Summer,198,352
2004,7,21,Deer - Fawn Doe,Deer,TRUE,FAIRLEE,VT 244,0.05,Summer,203,353
2004,7,21,Deer - Adult Doe,Deer,TRUE,FAIRLEE,I 91,93.25,Summer,203,354
2004,7,22,Deer - Adult Unknown,Deer,TRUE,THETFORD,I 91,87.05,Summer,204,355
2004,7,22,Fox,Fox,TRUE,PUTNEY,I 91,22,Summer,204,356
2004,7,22,Other,Other,TRUE,PUTNEY,I 91,22,Summer,204,357
2004,7,23,Bird - Unknown,Bird,FALSE,JAMAICA,VT 100,0,Summer,205,358
2004,7,26,Bobcat,Bobcat,TRUE,BETHEL,I 89,26.25,Summer,208,359
2004,7,26,Deer - Adult Doe,Deer,TRUE,WATERFORD,I 93,8.85,Summer,208,360
2004,7,26,Deer - Adult Unknown,Deer,TRUE,KIRBY,US 2,0.2,Summer,208,361
2004,7,26,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,112.5,Summer,208,362
2004,7,26,Beaver,Beaver,TRUE,CLARENDON,US 7,4,Summer,208,363
2004,7,27,Deer - Fawn Doe,Deer,TRUE,CHESTER,VT 11,3.8,Summer,209,364
2004,7,28,Coyote,Coyote,TRUE,ST. JOHNSBUR,I 91,135.5,Summer,210,365
2004,8,2,Beaver,Beaver,TRUE,RUTLAND TOWN,US 7,3,Summer,215,366
2004,8,2,Fisher,Fisher,TRUE,WALLINGFORD,US 7,6.78,Summer,215,367
2004,8,2,Fox,Fox,TRUE,RUTLAND TOWN,US 7,3,Summer,215,368
2004,8,9,Fox,Fox,TRUE,THETFORD,I 91,86.05,Summer,222,369
2004,8,9,Fox,Fox,TRUE,FAIRLEE,I 91,91.2,Summer,222,370
2004,8,9,Fox,Fox,TRUE,THETFORD,VT 113,6.7,Summer,222,371
2004,8,10,Fox,Fox,TRUE,PITTSFORD,US 7,0,Summer,223,372
2004,8,10,Fox,Fox,TRUE,PITTSFORD,US 7,0,Summer,223,372.1
2004,8,10,Bear,Bear,TRUE,LUNENBURG,US 2,7.4,Summer,223,373
2004,8,10,Raccoon,Raccoon,TRUE,WOODSTOCK,US 4,2.8,Summer,223,374
2004,8,12,Deer - Fawn Buck,Deer,TRUE,ANDOVER,VT 11,3,Summer,225,375
2004,8,17,Deer - Adult Doe,Deer,TRUE,EAST MONTPEL,VT 14,0.53,Summer,230,376
2004,8,18,Coyote,Coyote,TRUE,SPRINGFIELD,I 91,40.65,Summer,231,377
2004,8,18,Deer - Adult Buck,Deer,TRUE,RYEGATE,I 91,116,Summer,231,378
2004,8,20,Skunk,Skunk,TRUE,HARTLAND,VT 12,7.1,Summer,233,379
2004,8,23,Fox,Fox,TRUE,MORRISTOWN,VT 15,2.8,Summer,236,380
2004,8,23,Fox,Fox,TRUE,WILLIAMSTOWN,I 89,44.9,Summer,236,381
2004,8,23,Fox,Fox,TRUE,WILLIAMSTOWN,I 89,42,Summer,236,382
2004,8,23,Mink,Mink,TRUE,HARTLAND,I 91,66.4,Summer,236,383
2004,8,23,Fox,Fox,TRUE,BARRE TOWN,VT 63,2.5,Summer,236,384
2004,8,30,Mink,Mink,TRUE,WINDSOR,I 91,59.75,Summer,243,385
2004,8,30,Turtle - snapper,Turtle,FALSE,HARTLAND,VT 12,0.5,Summer,243,386
2004,8,30,Fisher,Fisher,TRUE,WINDSOR,US 5,0.4,Summer,243,387
2004,9,1,Turtle - painted,Turtle,FALSE,COLCHESTER,US 2,1,Summer,245,388
2004,9,1,Fisher,Fisher,TRUE,RANDOLPH,I 89,29.9,Summer,245,389
2004,9,1,Fox,Fox,TRUE,ROYALTON,I 89,20.25,Summer,245,390
2004,9,1,Beaver,Beaver,TRUE,WILLISTON,I 89,82,Summer,245,391
2004,9,1,Fox,Fox,TRUE,BERLIN,VT 12,3.7,Summer,245,392
2004,9,1,Fox,Fox,TRUE,RICHMOND,I 89,73.8,Summer,245,393
2004,9,1,Bird - Hawk,Bird,FALSE,SPRINGFIELD,I 91,39.45,Summer,245,394
2004,9,1,Deer - Adult Doe,Deer,TRUE,SPRINGFIELD,I 91,46,Summer,245,395
2004,9,2,Raccoon,Raccoon,TRUE,RUTLAND TOWN,US 7,1.77,Summer,246,396
2004,9,2,Coyote,Coyote,TRUE,CASTLETON,US 4,10,Summer,246,397
2004,9,7,Deer - Adult Buck,Deer,TRUE,FAIRLEE,I 91,94.3,Summer,251,398
2004,9,8,Deer - Adult Doe,Deer,TRUE,NEWBURY,I 91,110.5,Summer,252,399
2004,9,10,Coyote,Coyote,TRUE,RICHMOND,I 89,75,Summer,254,400
2004,9,10,Bobcat,Bobcat,TRUE,ROYALTON,I 89,22,Summer,254,401
2004,9,10,Deer - Adult Unknown,Deer,TRUE,BERLIN,I 89,52.15,Summer,254,402
2004,9,10,Deer - Fawn Unknown,Deer,TRUE,RICHMOND,I 89,77.3,Summer,254,403
2004,9,10,Deer - Adult Unknown,Deer,TRUE,BOLTON,I 89,71.9,Summer,254,404
2004,9,10,Fox,Fox,TRUE,HARTLAND,I 91,62.5,Summer,254,405
2004,9,10,Fox,Fox,TRUE,WILLIAMSTOWN,I 89,41.4,Summer,254,406
2004,9,10,Deer - Adult Unknown,Deer,TRUE,RANDOLPH,I 89,30,Summer,254,407
2004,9,10,Otter,Otter,TRUE,WATERBURY,VT 100,4.3,Summer,254,408
2004,9,10,Fox,Fox,TRUE,WINDSOR,I 91,57.6,Summer,254,409
2004,9,10,Coyote,Coyote,TRUE,SHARON,I 89,16.02,Summer,254,410
2004,9,10,Fox,Fox,TRUE,BOLTON,I 89,72.1,Summer,254,411
2004,9,12,Moose,Moose,TRUE,HARTLAND,I 91,64,Summer,256,412
2004,9,13,Fox,Fox,TRUE,WINDSOR,I 91,56.1,Summer,257,413
2004,9,15,Deer - Adult Buck,Deer,TRUE,WINDSOR,I 91,54,Summer,259,414
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.1
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.11
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.12
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.13
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.14
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.15
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.16
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.2
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.3
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.4
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.5
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.6
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.7
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.8
2004,9,16,Bird - Turkey,Bird,FALSE,HANCOCK,VT 125,4.75,Summer,260,415.9
2004,9,17,Fox,Fox,TRUE,FAIRLEE,VT 244,0.4,Summer,261,416
2004,9,20,Skunk,Skunk,TRUE,HIGHGATE,VT 78,6.52,Summer,264,417
2004,9,21,Deer - Adult Doe,Deer,TRUE,CAMBRIDGE,VT 15,8,Summer,265,418
2004,9,21,Deer - Adult Unknown,Deer,TRUE,ST. JOHNSBUR,I 91,128.5,Summer,265,419
2004,9,21,Deer - Fawn Doe,Deer,TRUE,WINDHAM,VT 11,0.1,Summer,265,420
2004,9,22,Other,Other,FALSE,ROYALTON,I 89,20,Fall,266,421
2004,9,22,Deer - Adult Buck,Deer,TRUE,THETFORD,I 91,86.55,Fall,266,422
2004,9,22,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,128.95,Fall,266,423
2004,9,22,Deer - Adult Doe,Deer,TRUE,HIGHGATE,I 89,128.95,Fall,266,423.1
2004,9,22,Moose,Moose,TRUE,WORCESTER,VT 12,7.2,Fall,266,424
2004,9,22,Moose,Moose,TRUE,EDEN,VT 100,1.4,Fall,266,425
2004,9,23,Bird - Hawk,Bird,FALSE,SOUTH BURLIN,I 89,86.5,Fall,267,426
2004,9,23,Bird - Turkey,Bird,FALSE,SOUTH BURLIN,I 89,88,Fall,267,427
2004,9,23,Bear,Bear,TRUE,RYEGATE,I 91,112,Fall,267,428
2004,9,24,Raccoon,Raccoon,TRUE,SWANTON,VT 78,1.2,Fall,268,429
2004,9,24,Skunk,Skunk,TRUE,SWANTON,VT 78,1.2,Fall,268,430
2004,9,24,Cat,Cat,TRUE,HIGHGATE,VT 78,4.4,Fall,268,431
2004,9,24,Moose,Moose,TRUE,NEWBURY,I 91,110.4,Fall,268,432
2004,9,27,Turtle - unknown,Turtle,FALSE,FAIRFIELD,VT 36,4,Fall,271,433
2004,9,27,Other,Other,FALSE,FAIRFIELD,VT 36,1.6,Fall,271,434
2004,9,27,Other,Other,FALSE,FAIRFIELD,VT 36,3.6,Fall,271,435
2004,9,27,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,124.8,Fall,271,436
2004,9,27,Deer - Adult Doe,Deer,TRUE,BERLIN,I 89,46.75,Fall,271,437
2004,9,27,Skunk,Skunk,TRUE,SWANTON,US 7,2,Fall,271,438
2004,9,27,Raccoon,Raccoon,TRUE,SWANTON,US 7,2.2,Fall,271,439
2004,9,28,Deer - Adult Buck,Deer,TRUE,NEWBURY,US 302,4.2,Fall,272,440
2004,9,28,Deer - Adult Doe,Deer,TRUE,COVENTRY,I 91,165.2,Fall,272,441
2004,9,29,Raccoon,Raccoon,TRUE,FAIRLEE,I 91,90.2,Fall,273,442
2004,9,29,Deer - Adult Doe,Deer,TRUE,NORWICH,I 91,81,Fall,273,443
2004,9,29,Other,Other,FALSE,THETFORD,I 91,84,Fall,273,444
2004,9,29,Deer - Adult Doe,Deer,TRUE,CLARENDON,US 7,4.4,Fall,273,445
2004,10,1,Opossum,Opossum,TRUE,LONDONDERRY,VT 11,5,Fall,275,446
2004,10,2,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,117.2,Fall,276,447
2004,10,2,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,111.5,Fall,276,448
2004,10,2,Deer - Adult Doe,Deer,TRUE,RYEGATE,I 91,115,Fall,276,449
2004,10,3,Deer - Adult Doe,Deer,TRUE,BETHEL,VT 12,5,Fall,277,450
2004,10,4,Deer - Adult Doe,Deer,TRUE,ALBURG,US 2,2.048,Fall,278,451
2004,10,4,Skunk,Skunk,TRUE,MILTON,US 7,1,Fall,278,452
2004,10,4,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,8.6,Fall,278,453
2004,10,4,Skunk,Skunk,TRUE,BAKERSFIELD,VT 36,1.4,Fall,278,454
2004,10,4,Coyote,Coyote,TRUE,PUTNEY,I 91,21.25,Fall,278,455
2004,10,4,Skunk,Skunk,TRUE,FAIRFIELD,VT 36,6,Fall,278,456
2004,10,4,Raccoon,Raccoon,TRUE,ST. ALBANS T,I 89,114.7,Fall,278,457
2004,10,4,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,0.6,Fall,278,458
2004,10,4,Deer - Adult Doe,Deer,TRUE,ALBURG,VT 129,0.051,Fall,278,459
2004,10,4,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,61.4,Fall,278,460
2004,10,4,Mink,Mink,TRUE,MILTON,US 2,3.3,Fall,278,461
2004,10,4,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,6.6,Fall,278,462
2004,10,6,Raccoon,Raccoon,TRUE,ALBURG,US 2,6,Fall,280,463
2004,10,6,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,128.05,Fall,280,464
2004,10,6,Raccoon,Raccoon,TRUE,SHELDON,VT 105,3.8,Fall,280,465
2004,10,6,Deer - Adult Buck,Deer,TRUE,HIGHGATE,I 89,126.4,Fall,280,466
2004,10,6,Raccoon,Raccoon,TRUE,SWANTON,I 89,121.3,Fall,280,467
2004,10,6,Cat,Cat,TRUE,HIGHGATE,VT 78,5.39,Fall,280,468
2004,10,6,Raccoon,Raccoon,TRUE,HARTLAND,VT 12,4.6,Fall,280,469
2004,10,6,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,128.65,Fall,280,470
2004,10,6,Raccoon,Raccoon,TRUE,ALBURG,US 2,5.2,Fall,280,471
2004,10,6,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,61.4,Fall,280,472
2004,10,10,Coyote,Coyote,TRUE,RANDOLPH,I 89,28.9,Fall,284,473
2004,10,10,Coyote,Coyote,TRUE,RANDOLPH,I 89,28.9,Fall,284,473.1
2004,10,10,Fox,Fox,TRUE,ROYALTON,I 89,19,Fall,284,474
2004,10,11,Skunk,Skunk,TRUE,MILTON,US 2,2.3,Fall,285,475
2004,10,11,Skunk,Skunk,TRUE,FAIRFIELD,VT 36,3.8,Fall,285,476
2004,10,11,Skunk,Skunk,TRUE,COLCHESTER,US 2,1.69,Fall,285,477
2004,10,11,Porcupine,Porcupine,TRUE,ST. ALBANS T,VT 36,0.56,Fall,285,478
2004,10,11,Skunk,Skunk,TRUE,ST. ALBANS T,VT 36,2,Fall,285,479
2004,10,11,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,3.2,Fall,285,480
2004,10,11,Raccoon,Raccoon,TRUE,COLCHESTER,I 89,98.3,Fall,285,481
2004,10,11,Skunk,Skunk,TRUE,GEORGIA,I 89,108.7,Fall,285,482
2004,10,12,Skunk,Skunk,TRUE,SWANTON,I 89,121.25,Fall,286,483
2004,10,12,Skunk,Skunk,TRUE,SWANTON,I 89,121.25,Fall,286,483.1
2004,10,12,Raccoon,Raccoon,TRUE,ALBURG,VT 78,0.58,Fall,286,484
2004,10,12,Skunk,Skunk,TRUE,SWANTON,VT 78,1.6,Fall,286,485
2004,10,12,Skunk,Skunk,TRUE,SWANTON,VT 78,1.6,Fall,286,485.1
2004,10,12,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,0.379,Fall,286,486
2004,10,12,Skunk,Skunk,TRUE,SHELDON,VT 105,3.4,Fall,286,487
2004,10,12,Skunk,Skunk,TRUE,HIGHGATE,VT 78,4.4,Fall,286,488
2004,10,12,Muskrat,Muskrat,TRUE,SWANTON,VT 78,3.4,Fall,286,489
2004,10,12,Raccoon,Raccoon,TRUE,SOUTH HERO,US 2,3.076,Fall,286,490
2004,10,13,Fox,Fox,TRUE,HARTLAND,I 91,63.5,Fall,287,491
2004,10,14,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,126.8,Fall,288,492
2004,10,14,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,125.45,Fall,288,493
2004,10,14,Other,Other,FALSE,MONTPELIER,I 89,54,Fall,288,494
2004,10,14,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,61.2,Fall,288,495
2004,10,14,Muskrat,Muskrat,TRUE,ALBURG,VT 78,0.587,Fall,288,496
2004,10,14,Other,Other,FALSE,BOLTON,I 89,68,Fall,288,497
2004,10,14,Deer - Adult Doe,Deer,TRUE,FAIRLEE,I 91,89.25,Fall,288,498
2004,10,14,Cat,Cat,TRUE,HIGHGATE,VT 78,3.2,Fall,288,499
2004,10,14,Other,Other,TRUE,MONTPELIER,I 89,53,Fall,288,500
2004,10,14,Raccoon,Raccoon,TRUE,WINDSOR,I 91,57.5,Fall,288,501
2004,10,14,Skunk,Skunk,TRUE,HIGHGATE,VT 78,3,Fall,288,502
2004,10,14,Other,Other,FALSE,MIDDLESEX,I 89,59,Fall,288,503
2004,10,14,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,128.6,Fall,288,504
2004,10,14,Skunk,Skunk,TRUE,SWANTON,VT 78,7.8,Fall,288,505
2004,10,14,Skunk,Skunk,TRUE,HIGHGATE,I 89,129,Fall,288,506
2004,10,15,Fox,Fox,TRUE,ROCKINGHAM,I 91,34,Fall,289,507
2004,10,15,Rabbit,Rabbit,TRUE,SOUTH HERO,VT 314,1.4,Fall,289,508
2004,10,15,Bear,Bear,TRUE,ROYALTON,I 89,16.25,Fall,289,509
2004,10,15,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,6.8,Fall,289,510
2004,10,15,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,33.4,Fall,289,511
2004,10,15,Bear,Bear,TRUE,SPRINGFIELD,I 91,41.1,Fall,289,512
2004,10,15,Deer - Adult Doe,Deer,TRUE,ROCKINGHAM,I 91,32.8,Fall,289,513
2004,10,15,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,33,Fall,289,514
2004,10,15,Beaver,Beaver,TRUE,ROCKINGHAM,I 91,33,Fall,289,514.1
2004,10,15,Coyote,Coyote,TRUE,BRATTLEBORO,I 91,11.9,Fall,289,515
2004,10,18,Rabbit,Rabbit,TRUE,ALBURG,US 2,1,Fall,292,516
2004,10,18,Raccoon,Raccoon,TRUE,HIGHGATE,I 89,124.9,Fall,292,517
2004,10,18,Raccoon,Raccoon,TRUE,FAIRFIELD,VT 36,6.2,Fall,292,518
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,I 89,112.6,Fall,292,519
2004,10,18,Raccoon,Raccoon,TRUE,SWANTON,US 7,2,Fall,292,520
2004,10,18,Skunk,Skunk,TRUE,SWANTON,US 7,3.6,Fall,292,521
2004,10,18,Skunk,Skunk,TRUE,FAIRFIELD,VT 36,7.2,Fall,292,522
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,5.47,Fall,292,523
2004,10,18,Skunk,Skunk,TRUE,SHELDON,VT 105,2.8,Fall,292,524
2004,10,18,Raccoon,Raccoon,TRUE,GEORGIA,VT 104A,1.2,Fall,292,525
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,I 89,113.1,Fall,292,526
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,1.4,Fall,292,527
2004,10,18,Raccoon,Raccoon,TRUE,MILTON,I 89,101.5,Fall,292,528
2004,10,18,Skunk,Skunk,TRUE,SHELDON,VT 78,0.2,Fall,292,529
2004,10,18,Raccoon,Raccoon,TRUE,GEORGIA,I 89,105.85,Fall,292,530
2004,10,18,Bird - Owl,Bird,FALSE,HIGHGATE,I 89,124,Fall,292,531
2004,10,18,Raccoon,Raccoon,TRUE,NORTH HERO,US 2,0.023,Fall,292,532
2004,10,18,Raccoon,Raccoon,TRUE,MILTON,US 2,2.6,Fall,292,533
2004,10,18,Raccoon,Raccoon,TRUE,ST. ALBANS T,VT 104,0.4,Fall,292,534
2004,10,18,Porcupine,Porcupine,TRUE,BAKERSFIELD,VT 36,1,Fall,292,535
2004,10,19,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62.2,Fall,293,536
2004,10,19,Coyote,Coyote,TRUE,WESTMINSTER,I 91,23.95,Fall,293,537
2004,10,19,Raccoon,Raccoon,TRUE,HIGHGATE,VT 78,4.66,Fall,293,538
2004,10,19,Deer - Adult Doe,Deer,TRUE,HARTLAND,I 91,62,Fall,293,539
2004,10,21,Skunk,Skunk,TRUE,HIGHGATE,I 89,124.35,Fall,295,540
2004,10,21,Deer - Adult Doe,Deer,TRUE,ALBURG,US 2,1.3,Fall,295,541
2004,10,21,Skunk,Skunk,TRUE,SWANTON,VT 78,8,Fall,295,542
2004,10,22,Raccoon,Raccoon,TRUE,WEST WINDSOR,VT 44,0.2,Fall,296,543
